Treatment,Plot Number,Quadrat Number,Fenced,Gap,0,3,6
Control,2,1,False,False,1.422957631006003,1.903229461461994,0.6397478810138537
Control,2,2,False,False,1.4577433807525262,1.972086444253957,1.2582744819500955
Control,2,3,False,False,1.3397966219488495,1.221342013522618,1.1473158146835827
Control,2,4,False,False,1.6815527866410642,2.175981125861106,0.9865606893138343
Control,2,5,False,False,1.3471728898735844,1.5195670627194855,0.7696669752777675
Control,2,6,False,False,1.416731167952681,1.1969999134323164,1.2361806958003656
Control,2,7,False,False,1.2701479678002614,1.4015451938980044,1.0343314961677932
Control,2,8,False,False,0.9795111572812828,0.9045190066275088,0.7477634524669784
Control,2,9,False,False,1.5285810848912917,1.7478680974667578,0.740436314460562
Control,2,10,False,False,1.2766108539793088,1.3087523790808744,0.9980763327771144
Control,2,11,False,False,1.3090896756937973,1.2302546048903362,1.0959795720256091
Control,2,12,False,False,1.363973519205135,0.6987245869654027,0.7240349418360086
Control,2,13,False,False,1.2900213573909207,1.5615325383191478,0.6600940476737164
Control,2,14,False,False,0.8837781967162704,1.2799430398451812,0.8837781967162706
Control,2,15,False,False,2.2538575896013526,1.773151591975083,1.4924865876899138
Control,2,16,False,False,2.0740965945786995,1.3694853267429996,1.7233917060220518
Control,4,1,False,True,1.0948636056359111,1.1376959277275915,0.8529899264462437
Control,4,2,False,False,2.055960564217714,1.7357994822736817,0.8026703878395404
Control,4,3,False,True,0.7552660068532946,0.8788384500429346,0.42698369771646477
Control,4,4,False,True,1.4134946715404564,1.3535956037372772,1.1091859457797952
Control,4,5,False,True,1.396763301667289,1.059451547513154,0.5013593388839706
Control,4,6,False,True,0.8982187629779357,1.6577671097481506,0.49055211820588396
Control,4,7,False,False,0.6046748839534812,1.38577766394538,0.6397478810138537
Control,4,8,False,False,0.8837781967162704,0.9367791046130325,0.5139620148941513
Control,4,9,False,True,0.6811801011637322,1.338397692571909,2.3693821196946767
Control,4,10,False,True,1.3245117640586994,1.8216966823215748,0.5892716132743714
Control,4,11,False,True,0.8262041404665299,1.2884012309413728,0.9609194421369969
Control,4,12,False,False,0.7390570458589872,1.5822598044713707,2.4410152780267023
Control,4,13,False,True,1.3012735723630322,1.0791256170184647,0.9054676676922013
Control,4,14,False,True,1.6809122441610316,1.8417286750815072,1.2308086294221012
Control,4,15,False,False,0.5708077061627648,1.0470827790999222,0.48970870385881915
Control,4,16,False,True,0.9331935549145991,1.9187951682167728,0.6537156626487677
Control,4,17,False,False,0.6811801011637321,1.7315028568485156,2.1639556568820564
Control,4,18,False,False,1.0050446141287661,1.1720789215945469,1.2564807472206176
Control,4,19,False,False,0.8521984098314971,1.1183479864469572,0.6046748839534812
Control,4,20,False,False,1.7751250090009736,1.4647533231421372,1.682618342459702
Control,4,21,False,False,0.9942020361425397,2.3393717343898155,0.8647123171643046
Control,4,22,False,False,1.3139656796908754,1.1720789215945469,1.2993064120383377
Control,4,23,False,False,1.0504016345977447,1.9019272648089849,0.8222900060250078
Control,4,24,False,False,1.0767759226310025,1.3161720255937717,1.0767759226310025
Control,4,25,False,False,1.113188127074204,1.9379780653990002,1.3656825384909106
Control,4,26,False,False,1.4057220242065283,1.1896269514821403,1.061874623765728
Control,4,27,False,False,0.8142823710376789,0.8491566270212731,0.925244732472692
Control,4,28,False,False,1.0767759226310025,1.0114046028090835,0.7971347991462774
Control,4,29,False,False,1.0385868451839835,2.6533048729309274,0.49367623750195055
Control,4,30,False,False,1.0461725657288912,1.7782081004252088,1.1600754508034927
Control,4,31,False,False,1.1354032388089317,1.0436339084878345,0.5139620148941513
Control,4,32,False,False,0.8491566270212729,,2.1639556568820564
Control,6,1,False,False,1.451644291728291,1.736063046543799,0.9281251362219304
Control,6,2,False,False,1.8662606801451271,1.595380659269308,0.9035016154271962
Control,6,3,False,False,1.1262107031592858,0.9317815768239419,0.6320258824977197
Control,6,4,False,False,1.2573179687087428,1.2518923500623877,0.6916160119770728
Control,6,5,False,False,1.9743209498391805,2.261482645387028,1.5346157831256386
Control,6,6,False,False,1.735933696443945,1.9227178686654125,1.1538939957064416
Control,6,7,False,False,2.087041240252949,2.6499487930019874,2.3033574600349676
Control,6,8,False,False,1.9710334173137285,1.9015522881149365,1.5691142621152696
Control,6,9,False,False,1.4661733435761628,0.5794973207180368,0.6394577155127597
Control,6,10,False,False,1.3402708486839945,1.6039968583559672,1.3814010705026707
Control,6,11,False,False,1.8489479242967746,0.9980763327771144,0.9942020361425397
Control,6,12,False,False,0.6722545245256452,0.6476241020718971,0.6397478810138537
Control,6,13,False,False,1.9954502929643088,1.5683354648270822,0.9842223604341838
Control,6,14,False,False,1.4083275073829062,2.2432921158979546,2.341994252232425
Control,6,15,False,False,1.5500637453648995,2.387487480689667,1.4057220242065283
Control,6,16,False,False,2.4410152780267027,1.7917594692280547,2.04319187054512
Control,11,1,False,False,1.593403231828482,2.787788119386007,2.186938238780991
Control,11,2,False,False,2.171898705207899,2.725550395831721,2.6701198898068172
Control,11,3,False,False,2.712962173052891,1.7246758170768566,2.725550395831721
Control,11,4,False,False,1.5107716565541467,2.572891266099101,2.8943995444300383
Control,11,5,False,False,1.2811088212138717,0.9062543987587209,2.5649493574615376
Control,11,6,False,False,0.4761539868636089,1.9166683398518032,0.9669508156707168
Control,11,7,False,False,0.5642370043814708,0.6600940476737164,2.6701198898068172
Control,11,8,False,False,1.6832053983959043,2.013822926703922,2.685945324669788
Control,11,9,False,False,1.9525464543016642,1.5142559487646166,1.4685849607740533
Control,11,10,False,False,1.6193200660037572,2.288994865511732,2.5232109529528914
Control,11,11,False,False,1.1709519533431603,2.714452351742496,3.0752205480543715
Control,11,12,False,False,1.5656020406810705,2.0431918705451206,2.160881109887098
Control,11,13,False,False,1.6022255710095532,1.3409272820423412,1.3616013308042165
Control,11,14,False,False,2.0244035325632357,1.9149592408958758,1.1600754508034927
Control,11,15,False,False,1.5630847751061572,2.441015278026703,1.377045314879304
Control,11,16,False,False,0.8647123171643045,1.3432332572910142,1.0418603216375135
Control,11,17,False,False,1.4297083258419676,1.1538939957064416,2.9020023132056028
Control,11,18,False,False,0.9573109213899564,1.5838715135000727,2.9020023132056028
Control,11,19,False,False,2.8943995444300383,2.6593226977095163,2.3978952727983707
Control,11,20,False,False,2.131486464336196,1.932965764364648,2.0453565797937734
Control,11,21,False,False,1.135403238808932,1.2914167691452023,1.705810290944979
Control,11,22,False,False,1.7442509853924308,2.141472830844217,1.6826183424597019
Control,11,23,False,False,1.9653134590269192,2.3082112617809263,1.4495204492648668
Control,11,24,False,False,1.5630847751061574,1.5937167826624443,2.1603683305716794
Control,11,25,False,False,1.5222350540244225,1.2412126066155942,1.2321676957091887
Control,11,26,False,False,1.6133844821409948,2.8928894492515287,2.160881109887097
Control,11,27,False,False,1.649392127884369,2.7198098548650407,1.8820393286253112
Control,11,28,False,False,1.0959795720256091,1.3599590265933101,1.0440971038041906
Control,11,29,False,False,2.376110750149118,2.0568851217647524,1.6336487325159936
Control,11,30,False,False,0.9255058983301496,2.714452351742496,2.890371757896165
Control,11,31,False,False,3.004767035207959,2.7737179750213117,2.599301927099795
Control,11,32,False,False,1.8607876674622998,2.580599323806568,1.6389033241270945
Gap,1,1,False,False,1.1794643938250684,1.207174981369734,1.5822555651070072
Gap,1,2,False,True,1.9019272648089849,1.6028633141809911,1.4072639428903928
Gap,1,3,False,True,1.8660837624948945,1.524245949580937,1.3039361863914054
Gap,1,4,False,True,0.6432943951428893,1.2777796890117852,0.6860817537235624
Gap,1,5,False,True,1.444683333858193,2.1739430630364285,2.0800813802138673
Gap,1,6,False,False,1.2030464789847244,0.9468588438046316,1.0868830651535313
Gap,1,7,False,False,1.0114046028090837,1.5460523260324348,1.4591196478013644
Gap,1,8,False,False,1.5288711247000748,1.8926259163124075,1.5888817807754805
Gap,1,9,False,True,1.50083070260416,1.839755468674273,1.995169548508029
Gap,1,10,False,False,1.2096295788200973,1.0755798972421509,1.1784280832426768
Gap,1,11,False,False,1.227297466399618,2.0831789623950563,1.0436339084878345
Gap,1,12,False,False,0.5696068919900159,0.5232608167882908,1.3102570952071835
Gap,1,13,False,True,1.3409272820423412,0.9093914286392292,0.9795111572812827
Gap,1,14,False,False,1.0061163968690519,0.5584650719161517,0.6537156626487677
Gap,1,15,False,False,1.1639173127004123,1.2814270165425106,1.0456021820305565
Gap,1,16,False,False,1.0603251246045575,1.5783058318756564,1.4685849607740535
Gap,8,1,False,False,1.3848413362131997,0.7482078250346493,0.5607282319536934
Gap,8,2,False,False,2.351673301904631,2.441015278026703,2.430791328878232
Gap,8,3,False,True,1.6773695409941294,2.552105433487995,2.131125341645549
Gap,8,4,False,True,2.5123411278909518,1.8330019230795886,1.2488957079976144
Gap,8,5,False,False,1.6010319689431955,1.2419534949513116,1.5766022207776262
Gap,8,6,False,True,0.8491566270212731,1.100574981817215,1.1216383112321093
Gap,8,7,False,False,1.9052475134731244,1.41212661861086,1.832351362181463
Gap,8,8,False,False,1.6173251892904033,1.1600754508034927,0.7106757258684107
Gap,8,9,False,True,1.6909606621815796,1.8454134159447841,0.39915616742559434
Gap,8,10,False,True,1.5237134707291258,1.9856161539073955,1.3116229085515019
Gap,8,11,False,True,1.5456359270898223,1.1610510398114007,0.5357499551767584
Gap,8,12,False,False,1.5629217950440928,1.5426719687381505,1.3591692184146835
Gap,8,13,False,False,1.2534703185313119,0.9286257535659223,0.4514759598241825
Gap,8,14,False,True,1.6282628999594,1.117399415937245,1.2787755560304233
Gap,8,15,False,True,1.3297540066243982,2.2990162212357634,1.1534070616806187
Gap,8,16,False,False,0.8210049969801672,1.224624815437313,0.9331935549145991
Gap,10,1,False,False,1.2690112770136768,2.4229027820122493,2.186938238780991
Gap,10,2,True,True,1.284061458842282,1.1048179978796597,1.0292899679346355
Gap,10,3,False,True,0.9849583086768279,2.0104534409512675,0.8872640650447499
Gap,10,4,True,False,1.3471728898735844,2.495039581218817,1.494888316226473
Gap,10,5,False,False,2.3693821196946767,1.764284227394568,2.1458417525947544
Gap,10,6,True,True,1.0436339084878348,2.773717975021311,2.495039581218817
Gap,10,7,False,True,2.6701198898068177,2.0132832542471544,1.4118183595393528
Gap,10,8,True,True,1.6389033241270954,2.630346978087984,2.1533649093337024
Gap,10,9,False,True,0.8222900060250078,1.281993866914598,2.1458417525947544
Gap,10,10,True,False,0.9609194421369969,1.3012735723630322,1.2488957079976142
Gap,10,11,False,True,1.6389033241270954,2.3820879550064733,2.0523838812249515
Gap,10,12,True,True,1.4787515246479535,2.119518280074317,0.7779384280166876
Gap,10,13,False,False,2.0253262207700677,2.138333059508028,2.3383717048035724
Gap,10,14,True,False,1.0397207708399179,2.0205829154466044,1.9399768221084548
Gap,10,15,False,False,1.8820393286253114,1.8142909159935146,2.0740965945786995
Gap,10,16,True,True,1.844439727056968,1.321405538066298,0.973657338854644
Gap,10,17,False,False,1.1863335609481274,,2.588573162682118
Gap,10,18,True,False,1.9851046482947905,1.9546455645677403,2.2538575896013526
Gap,10,19,False,False,1.0549201679861442,1.3296613488547582,0.7937300551584247
Gap,10,20,True,True,1.6826183424597028,2.177157580700247,0.9331935549145991
Gap,10,21,False,False,1.5607104090414063,2.3025850929940455,1.0397207708399179
Gap,10,22,True,True,0.7668382315802122,1.6308924036366632,1.11399411338541
Gap,10,23,False,False,1.6094379124341005,1.3321790402101223,1.3862943611198906
Gap,10,24,True,True,1.6635687748462091,2.1058918174237937,1.1167345622509344
Gap,10,25,False,True,1.2468296415485094,1.5671808548329902,1.3862943611198906
Gap,10,26,True,True,1.315658070398555,2.019814992492946,1.3862943611198906
Gap,10,27,False,False,0.9740874514369364,1.6364955728889843,0.24375895284667493
Gap,10,28,True,False,1.220805711117877,0.9376137098554371,0.8026703878395404
Gap,10,29,False,False,1.4571251105528182,2.019814992492946,1.5607104090414063
Gap,10,30,True,True,2.0253262207700673,1.182012692591141,0.9744724193642683
Gap,10,31,False,True,1.6568210725057666,1.960330946510179,0.6585283991112397
Gap,10,32,True,True,1.2056670646995913,1.1984850039568908,2.1145836412957513
Gap,12,1,False,False,2.062265898722056,2.305018731630149,1.5128765640252864
Gap,12,2,True,True,2.0699549310329095,1.1515664660724367,0.7651975488024495
Gap,12,3,False,True,2.1547453996512056,2.506547661970823,2.245035274126178
Gap,12,4,True,True,1.6336487325159934,2.0493669048067664,1.2462851399461374
Gap,12,5,False,False,1.5884798465280363,2.7738522086804824,2.351673301904631
Gap,12,6,True,True,0.6962622168856661,1.942764966593982,2.027749472459977
Gap,12,7,False,True,1.2678885578452574,2.954673212304816,1.0602168210380392
Gap,12,8,True,False,0.9807428675879777,1.844766123277364,1.7500112942329407
Gap,12,9,False,True,1.3670991866000013,2.7637931262480135,2.512658529529802
Gap,12,10,True,True,2.4583113296830845,2.2623001267630642,2.712962173052891
Gap,12,11,False,True,1.945910149055313,2.341994252232425,1.3321790402101223
Gap,12,12,True,True,2.242390013225787,1.9988683399366463,1.1393405317576226
Gap,12,13,False,False,2.1031188448404348,2.6593226977095163,2.0431918705451206
Gap,12,14,True,True,1.3318154596134093,1.0163947701491123,1.0805738483648535
Gap,12,15,False,False,1.6389033241270945,2.7738522086804824,1.705810290944979
Gap,12,16,True,True,1.8711207234507647,2.206810685342168,0.983159185677987
Gap,12,17,False,True,2.288994865511732,1.2335022647286698,0.42471885238186646
Gap,12,18,True,True,2.599301927099795,2.0371500681675823,0.6611154389582963
Gap,12,19,False,True,1.9813994855828452,2.120708762660026,1.189440004965926
Gap,12,20,True,True,1.9061547465398496,2.889242505114635,2.0253262207700677
Gap,12,21,False,False,2.512658529529802,2.739032965077413,1.7642842273945678
Gap,12,22,True,False,2.6701198898068164,2.7877881193860072,1.8199308409621282
Gap,12,23,False,True,1.0986122886681096,2.252728336819822,1.7328679513998633
Gap,12,24,True,False,1.9813994855828447,2.0591318668509557,2.2623001267630642
Gap,12,25,False,True,2.242973226438147,1.682618342459702,0.8738453902678429
Gap,12,26,True,False,2.512658529529802,3.084651945689509,1.5341414639483673
Gap,12,27,False,False,0.8222900060250078,1.9657923087569213,2.019814992492946
Gap,12,28,True,False,1.6990951969139352,1.4385134450544417,0.753740570611376
Gap,12,29,False,False,1.1716670003361838,2.3564101451068282,1.2488957079976142
Gap,12,30,True,False,1.045160100929628,2.062387774210687,1.6850674067591456
Gap,12,31,False,False,1.3670991866000013,1.274101060017976,0.7953843315591401
Gap,12,32,True,True,1.7793061106802357,1.9272585238338003,1.0461607963179211
Radial,3,1,False,True,1.2073308425348037,,0.5892716132743714
Radial,3,2,False,False,1.3161720255937719,,1.2488957079976144
Radial,3,3,False,True,0.9653652964535288,,0.7477634524669783
Radial,3,4,False,True,1.420781706942333,,0.8345640547989583
Radial,3,5,False,True,1.37378019348187,,0.5696068919900159
Radial,3,6,False,True,1.4592715648151189,,1.1573048596915687
Radial,3,7,False,False,1.2012554457713556,,0.7183950430750818
Radial,3,8,False,False,0.49055211820588396,,0.8291918325212113
Radial,3,9,False,True,1.594184539203845,,0.9609194421369969
Radial,3,10,False,True,1.5142559487646166,,1.4057220242065283
Radial,3,11,False,True,1.3820266330379731,,0.4664211060932801
Radial,3,12,False,False,1.061874623765728,,1.2051365116235848
Radial,3,13,False,True,0.9669058317480029,,0.32268565778234076
Radial,3,14,False,True,1.374471746939817,,0.5794973207180368
Radial,3,15,False,False,0.9865629493553059,,1.0253931932099416
Radial,3,16,False,True,1.5807901533832016,,1.428571955580647
Radial,5,1,False,False,1.135403238808932,1.0431683582686608,1.0983560543215145
Radial,5,2,False,False,1.1716670003361838,1.1077624560442516,1.6464842430782738
Radial,5,3,False,True,2.9785084205272367,1.4816851202750185,1.0078028789367908
Radial,5,4,False,True,0.8349713330850826,0.7477634524669784,0.7597142659249084
Radial,5,5,False,True,1.4816851202750188,1.3534678776964175,1.4685849607740533
Radial,5,6,False,False,1.162837046352875,1.7478680974667573,2.7985132569432944
Radial,5,7,False,True,1.250455159085345,0.9842223604341837,2.0169836044325193
Radial,5,8,False,True,1.9239812210558254,1.5976230929345439,0.7183950430750817
Radial,5,9,False,False,1.6574976748014594,1.3762286075974675,0.7042721137356953
Radial,5,10,False,True,1.2859049977496602,1.2151153503181893,2.1700354157405464
Radial,5,11,False,True,1.2023818371652486,0.9807428675879775,0.9722060664071113
Radial,5,12,False,True,1.1894895886310906,1.3862943611198906,
Radial,5,13,False,True,1.3730823339410687,0.9205253345691209,1.0864397735177045
Radial,5,14,False,True,1.7646527386778679,0.8026703878395404,1.4591196478013644
Radial,5,15,False,True,0.8300761003698687,0.8262041404665299,1.2741010600179759
Radial,5,16,False,True,1.065729911859409,0.6326957658766186,0.5531746507988448
Radial,7,1,False,False,1.7678725546875147,1.840314182092545,2.588573162682118
Radial,7,2,True,True,2.1972245773362196,0.8953326659680909,2.361321152557342
Radial,7,3,False,True,1.7917594692280547,1.8932755909543666,1.7478680974667573
Radial,7,4,True,True,2.0253262207700673,2.0088052509585004,2.019814992492946
Radial,7,5,False,False,2.2718685126965625,2.1439522006438696,2.2718685126965625
Radial,7,6,True,False,2.2186433749337597,2.399604470959115,1.3578327205888314
Radial,7,7,False,True,1.1428852304537858,2.9020023132056028,1.9183861055319413
Radial,7,8,True,True,1.3334730391185026,1.1236649628171873,2.3025850929940455
Radial,7,9,False,False,0.9054676676922013,2.0495786145208497,2.2718685126965625
Radial,7,10,True,True,2.4410152780267027,1.4901377496028696,0.8887782353948163
Radial,7,11,False,False,2.5400363038209806,2.253857589601352,1.172993472439513
Radial,7,12,True,True,0.9508045736773205,1.7875741023188394,1.945910149055313
Radial,7,13,False,True,1.7751250090009736,2.7985132569432936,1.9061547465398498
Radial,7,14,True,True,2.5400363038209806,1.6501836208838185,1.544731434479515
Radial,7,15,False,True,1.2747761127892028,0.7696669752777675,1.1482488802603776
Radial,7,16,True,False,2.288994865511732,2.0205829154466044,1.7033937471935658
Radial,7,17,False,False,0.8026703878395404,2.0495786145208497,2.145841752594754
Radial,7,18,True,True,2.5232109529528914,1.51046962262314,0.6965754782295032
Radial,7,19,False,True,0.9943536917623688,1.611157817343917,0.44500669026297196
Radial,7,20,True,True,2.2538575896013526,1.8932755909543664,0.6005657525185945
Radial,7,21,False,False,1.177313849630491,2.526149103639533,0.3848387775703132
Radial,7,22,True,False,2.3693821196946767,2.0253262207700677,1.7328679513998635
Radial,7,23,False,False,1.5368822512316904,1.8792009246864008,2.4849066497880012
Radial,7,24,True,False,1.945910149055313,2.351673301904631,2.0794415416798357
Radial,7,25,False,False,1.9484484348115685,1.8199308409621282,2.3693821196946767
Radial,7,26,True,True,0.9876377490953712,1.2863891182873903,0.7549191629254283
Radial,7,27,False,True,1.4833529074024805,1.3660900665893674,1.4634381354734927
Radial,7,28,True,True,2.4583113296830845,1.9879221020074491,1.945910149055313
Radial,7,29,False,True,1.7751250090009736,2.26238625418332,1.5341414639483673
Radial,7,30,True,True,1.832351362181463,1.3622679337773833,0.8345640547989583
Radial,7,31,False,True,1.2374205499085564,1.4104796508189834,1.9061547465398496
Radial,7,32,True,False,1.5384837285859616,1.521075855072221,2.138333059508028
Radial,9,1,False,False,2.292049975974862,2.2376506299146985,1.3334730391185028
Radial,9,2,True,True,2.013822926703922,2.530065281422411,1.7478680974667573
Radial,9,3,False,True,2.333464436133547,1.3607168728347439,1.2914167691452023
Radial,9,4,True,True,2.186938238780991,2.1703292547863815,0.7627270052484884
Radial,9,5,False,False,1.9272832753404048,2.0011150546645142,1.9061547465398498
Radial,9,6,True,True,0.9151925620973057,1.3084382093910976,1.4708676439913506
Radial,9,7,False,True,2.351673301904631,2.2376506299146985,1.8891591637540217
Radial,9,8,True,True,1.9186138748124897,1.3311082912267418,1.2311648527976353
Radial,9,9,False,True,1.410158261333014,1.6990951969139352,0.9536870968261045
Radial,9,10,True,False,1.12952828167377,1.3453141273320024,1.5341414639483677
Radial,9,11,False,True,1.9061547465398496,1.803892637712279,1.7478680974667573
Radial,9,12,True,True,1.321044412298257,1.6638748686552745,1.2993064120383377
Radial,9,13,False,True,2.1972245773362196,1.7478680974667578,1.3862943611198906
Radial,9,14,True,False,1.7393231638139532,1.983069163168957,2.775975553103794
Radial,9,15,False,False,2.3693821196946767,2.019814992492946,1.3321790402101223
Radial,9,16,True,True,2.6593226977095163,1.4959084280002235,1.8820393286253112
Radial,9,17,False,False,1.867671662051439,1.9140126297758218,2.2450352741261774
Radial,9,18,True,True,1.2236568107899723,1.5017353308795092,1.5460523260324348
Radial,9,19,False,True,2.2889948655117314,1.5645123576100821,2.0495786145208497
Radial,9,20,True,True,1.816025311429126,2.0902665921572563,1.580709685060432
Radial,9,21,False,True,1.4685849607740535,1.955603341042883,1.7751250090009736
Radial,9,22,True,True,1.9484484348115685,1.329754006624398,1.9183861055319416
Radial,9,23,False,True,1.7720149875245346,2.5879548397464758,2.6701198898068172
Radial,9,24,True,True,2.2968186323381974,2.010810981032254,0.9943536917623688
Radial,9,25,False,True,1.1753571268015142,1.3389016026972356,1.5500815330434856
Radial,9,26,True,True,2.1791024060081448,2.3310751030457735,1.3692828747788117
Radial,9,27,False,True,2.1460953974100523,0.9785397493218361,0.41808475861672767
Radial,9,28,True,True,1.7442509853924308,1.7793010602602835,2.4583113296830845
Radial,9,29,False,True,2.321421186559821,1.7479154751980144,2.1383330595080277
Radial,9,30,True,True,2.886165178199426,0.624538576309556,0.6811801011637321
Radial,9,31,False,True,1.5634280551087998,0.9574049759060131,1.2978955170550452
Radial,9,32,True,True,1.696881877253367,2.9867954750916326,1.087437126902053
