Tree Number,Plot,Treatment,Large,Alive at year 0,DBH year 0,Hollows Class 1 year 0,Hollows Class 2 year 0,Hollows Class 3 year 0,Alive at year 6,DBH year 6,Hollows Class 1 year 6,Hollows Class 2 year 6,Hollows Class 3 year 6
254,3,T2: Radial,True,True,37.3,0.0,0.0,0.0,True,42.0,0.0,0.0,0.0
242,3,T2: Radial,True,True,36.0,0.0,0.0,0.0,,41.9,,,
243,3,T2: Radial,True,True,38.2,0.0,0.0,1.0,True,41.8,,,
258,3,T2: Radial,True,True,35.0,0.0,0.0,0.0,True,37.8,0.0,0.0,0.0
256,3,T2: Radial,True,True,38.2,0.0,0.0,0.0,True,45.3,0.0,0.0,0.0
250,3,T2: Radial,True,True,31.9,0.0,0.0,0.0,,,,,
264,3,T2: Radial,True,True,46.8,0.0,0.0,0.0,True,48.0,0.0,0.0,0.0
263,3,T2: Radial,True,True,38.2,0.0,0.0,0.0,True,43.0,0.0,0.0,0.0
262,3,T2: Radial,True,True,48.1,0.0,0.0,0.0,True,49.1,0.0,0.0,0.0
261,3,T2: Radial,True,True,37.3,0.0,0.0,0.0,True,38.8,0.0,0.0,0.0
260,3,T2: Radial,True,True,36.6,0.0,0.0,0.0,True,39.0,0.0,0.0,0.0
265,3,T2: Radial,True,True,36.3,0.0,0.0,0.0,True,40.0,0.0,0.0,0.0
259,3,T2: Radial,True,True,34.7,0.0,0.0,0.0,True,38.0,0.0,0.0,0.0
266,3,T2: Radial,True,True,28.7,0.0,0.0,0.0,True,33.0,0.0,0.0,0.0
267,3,T2: Radial,True,True,29.3,0.0,0.0,0.0,True,33.5,0.0,0.0,0.0
268,3,T2: Radial,True,True,35.0,0.0,0.0,0.0,True,38.1,0.0,0.0,0.0
541,3,T2: Radial,,True,25.1,,,,True,26.7,0.0,0.0,0.0
542,3,T2: Radial,,True,24.8,,,,True,28.5,0.0,0.0,0.0
544,3,T2: Radial,,True,29.9,,,,True,31.6,0.0,0.0,0.0
546,3,T2: Radial,,True,23.3,,,,True,24.5,0.0,0.0,0.0
547,3,T2: Radial,,True,29.8,,,,True,32.0,0.0,0.0,0.0
548,3,T2: Radial,,True,24.8,,,,True,27.0,0.0,0.0,0.0
549,3,T2: Radial,,True,27.3,,,,True,27.3,0.0,0.0,0.0
550,3,T2: Radial,,True,22.3,,,,True,23.4,0.0,0.0,0.0
552,3,T2: Radial,,True,27.0,,,,True,29.2,0.0,0.0,0.0
551,3,T2: Radial,,True,25.1,,,,True,28.0,0.0,0.0,0.0
543,3,T2: Radial,,True,31.1,0.0,0.0,0.0,True,35.4,0.0,0.0,0.0
545,3,T2: Radial,,True,32.5,0.0,0.0,0.0,True,35.3,0.0,0.0,0.0
554,3,T2: Radial,,True,31.0,0.0,0.0,0.0,True,34.0,0.0,0.0,0.0
555,3,T2: Radial,,True,34.3,0.0,0.0,0.0,True,36.8,0.0,0.0,0.0
556,3,T2: Radial,,True,35.3,0.0,0.0,0.0,True,37.4,1.0,0.0,0.0
557,3,T2: Radial,,True,30.0,0.0,0.0,0.0,True,33.5,0.0,0.0,0.0
558,3,T2: Radial,,True,40.0,0.0,0.0,0.0,True,43.7,0.0,0.0,0.0
559,3,T2: Radial,,True,36.0,,,,True,38.3,0.0,0.0,0.0
560,3,T2: Radial,,True,30.2,0.0,0.0,0.0,True,32.5,0.0,0.0,0.0
561,3,T2: Radial,,True,30.6,0.0,0.0,0.0,True,33.0,,,
21,1,T1: Gap,True,True,39.8,0,0.0,0.0,True,42.4,0,,
22,1,T1: Gap,True,True,40.2,0,0.0,0.0,True,43.0,0,,
23,1,T1: Gap,True,True,45.2,0,0.0,0.0,True,48.4,0,,
24,1,T1: Gap,True,True,38.0,0,0.0,1.0,True,39.1,1,,
25,1,T1: Gap,True,True,43.0,0,0.0,0.0,True,45.2,0,,
26,1,T1: Gap,True,True,44.0,0,0.0,0.0,True,46.6,0,,
27,1,T1: Gap,True,True,43.5,0,1.0,1.0,True,43.8,0,,
28,1,T1: Gap,True,True,35.1,0,0.0,0.0,True,37.0,0,,
29,1,T1: Gap,True,True,38.0,0,0.0,0.0,True,38.0,1,,
30,1,T1: Gap,True,True,49.5,1,0.0,0.0,True,50.5,0,,
31,1,T1: Gap,True,True,38.2,0,0.0,0.0,True,41.0,0,,
32,1,T1: Gap,True,True,43.7,0,0.0,0.0,True,44.4,0,,
33,1,T1: Gap,True,True,62.0,0,0.0,0.0,True,63.5,0,,
34,1,T1: Gap,True,True,54.0,1,0.0,0.0,True,60.2,0,,
35,1,T1: Gap,True,True,44.8,0,0.0,0.0,True,49.0,0,,
36,1,T1: Gap,True,True,41.5,0,0.0,1.0,True,40.5,0,,
37,1,T1: Gap,True,True,38.3,0,0.0,0.0,True,41.1,0,,
38,1,T1: Gap,True,True,38.0,0,0.0,0.0,True,38.2,0,,
39,1,T1: Gap,True,True,38.5,0,0.0,0.0,True,41.3,0,,
40,1,T1: Gap,True,True,40.2,0,0.0,0.0,True,41.8,0,,
501,1,T1: Gap,False,True,26.5,,,,True,30.6,0,,
502,1,T1: Gap,False,True,27.9,,,,True,28.9,0,,
503,1,T1: Gap,False,True,22.0,,,,True,24.0,0,,
504,1,T1: Gap,False,True,28.3,,,,True,31.1,0,,
508,1,T1: Gap,False,True,27.1,,,,True,28.3,0,,
509,1,T1: Gap,False,True,21.5,,,,True,21.8,0,,
513,1,T1: Gap,False,True,26.0,,,,True,26.5,0,,
514,1,T1: Gap,False,True,27.5,,,,True,28.2,0,,
515,1,T1: Gap,False,True,28.8,,,,True,29.3,0,,
519,1,T1: Gap,False,True,24.2,,,,True,24.6,0,,
505,1,T1: Gap,False,True,30.5,0,0.0,0.0,True,33.0,0,,
506,1,T1: Gap,False,True,32.1,0,0.0,0.0,True,33.6,0,,
507,1,T1: Gap,False,True,33.0,0,0.0,0.0,True,34.2,0,,
510,1,T1: Gap,False,True,31.4,0,0.0,0.0,True,33.4,0,,
511,1,T1: Gap,False,True,34.8,0,0.0,0.0,True,36.6,0,,
512,1,T1: Gap,False,True,33.7,0,0.0,0.0,True,35.5,0,,
516,1,T1: Gap,False,True,31.6,0,1.0,0.0,True,32.3,1,,
517,1,T1: Gap,False,True,37.2,0,0.0,0.0,True,39.2,0,,
518,1,T1: Gap,False,True,33.5,0,0.0,0.0,True,35.2,0,,
520,1,T1: Gap,False,True,33.7,0,0.0,0.0,True,34.4,0,,
321,10,T1: Gap,False,True,25.0,,,,True,26.5,0.0,0.0,0.0
322,10,T1: Gap,False,True,29.0,,,,True,32.8,0.0,0.0,0.0
323,10,T1: Gap,False,True,23.4,,,,True,26.3,0.0,0.0,0.0
324,10,T1: Gap,False,True,23.9,,,,True,25.4,0.0,0.0,0.0
325,10,T1: Gap,False,True,26.2,,,,True,28.0,0.0,0.0,0.0
326,10,T1: Gap,False,True,22.1,,,,True,23.2,0.0,0.0,0.0
331,10,T1: Gap,False,True,21.5,,,,True,23.6,0.0,0.0,0.0
333,10,T1: Gap,False,True,20.1,,,,True,21.3,0.0,0.0,0.0
335,10,T1: Gap,False,True,29.2,0.0,0.0,0.0,True,31.2,0.0,0.0,0.0
338,10,T1: Gap,False,True,28.6,,,,True,30.2,0.0,0.0,0.0
327,10,T1: Gap,False,True,31.2,0.0,0.0,0.0,True,32.5,0.0,0.0,0.0
328,10,T1: Gap,False,True,31.0,0.0,0.0,0.0,True,32.8,0.0,0.0,0.0
329,10,T1: Gap,False,True,31.7,3.0,0.0,0.0,True,35.1,0.0,0.0,0.0
330,10,T1: Gap,False,True,33.0,0.0,0.0,0.0,True,35.4,0.0,0.0,0.0
332,10,T1: Gap,False,True,31.1,0.0,0.0,0.0,True,32.7,0.0,0.0,0.0
334,10,T1: Gap,False,True,32.2,0.0,0.0,0.0,True,33.5,0.0,0.0,0.0
336,10,T1: Gap,False,True,32.0,,,,True,35.2,0.0,0.0,0.0
337,10,T1: Gap,False,True,31.1,0.0,0.0,0.0,True,34.1,0.0,0.0,0.0
339,10,T1: Gap,False,True,36.2,0.0,0.0,0.0,True,41.4,0.0,0.0,0.0
340,10,T1: Gap,False,True,34.5,0.0,0.0,0.0,True,36.9,0.0,0.0,0.0
20,10,T1: Gap,True,True,36.0,0.0,0.0,0.0,True,41.6,0.0,0.0,0.0
19,10,T1: Gap,True,True,43.0,0.0,0.0,0.0,True,45.9,0.0,0.0,0.0
13,10,T1: Gap,True,True,42.0,0.0,0.0,0.0,True,42.5,0.0,0.0,0.0
14,10,T1: Gap,True,True,42.0,0.0,0.0,0.0,True,41.4,0.0,0.0,0.0
7,10,T1: Gap,True,True,36.0,0.0,0.0,0.0,True,38.6,0.0,0.0,0.0
12,10,T1: Gap,True,True,36.0,0.0,0.0,0.0,True,36.2,0.0,0.0,0.0
15,10,T1: Gap,True,True,35.0,0.0,0.0,0.0,True,36.3,0.0,0.0,0.0
16,10,T1: Gap,True,True,39.0,0.0,0.0,0.0,True,39.3,0.0,0.0,0.0
9,10,T1: Gap,True,True,41.0,0.0,0.0,0.0,True,42.6,0.0,0.0,0.0
4,10,T1: Gap,True,True,35.0,0.0,0.0,0.0,True,37.1,0.0,0.0,0.0
974,10,T1: Gap,True,True,43.0,0.0,0.0,0.0,True,47.6,0.0,0.0,0.0
2,10,T1: Gap,True,True,38.0,0.0,0.0,0.0,True,40.3,0.0,0.0,0.0
3,10,T1: Gap,True,True,35.0,0.0,0.0,0.0,True,36.8,0.0,0.0,0.0
5,10,T1: Gap,True,True,35.0,0.0,0.0,0.0,True,37.6,0.0,0.0,0.0
6,10,T1: Gap,True,True,35.5,0.0,0.0,0.0,True,39.3,0.0,0.0,0.0
8,10,T1: Gap,True,True,44.0,0.0,0.0,0.0,True,44.9,0.0,0.0,0.0
10,10,T1: Gap,True,True,44.0,0.0,0.0,0.0,True,45.7,0.0,0.0,0.0
977,10,T1: Gap,True,True,42.0,0.0,0.0,0.0,True,47.1,0.0,0.0,0.0
18,10,T1: Gap,True,True,34.0,0.0,0.0,0.0,True,37.0,0.0,0.0,0.0
11,10,T1: Gap,,,,,,,True,37.0,0.0,0.0,0.0
151,6,Control,True,True,40.0,0,0.0,0.0,True,41.1,0,0.0,0.0
152,6,Control,True,True,39.9,0,0.0,0.0,True,40.8,0,0.0,0.0
153,6,Control,True,True,43.4,0,0.0,0.0,True,44.0,0,0.0,0.0
154,6,Control,True,True,49.6,0,0.0,0.0,True,49.5,0,0.0,0.0
155,6,Control,True,True,50.7,0,0.0,0.0,True,52.6,0,0.0,0.0
156,6,Control,True,True,42.2,0,0.0,0.0,True,43.1,,,
157,6,Control,True,True,48.0,0,0.0,0.0,True,49.5,0,0.0,0.0
158,6,Control,True,True,41.2,0,0.0,0.0,True,42.7,0,0.0,0.0
159,6,Control,True,True,43.5,0,0.0,0.0,True,44.1,0,0.0,0.0
160,6,Control,True,True,52.5,0,2.0,3.0,True,52.7,1,,
161,6,Control,True,True,39.8,0,0.0,0.0,True,40.2,0,0.0,0.0
162,6,Control,True,True,48.0,0,0.0,0.0,True,48.7,0,0.0,0.0
163,6,Control,True,True,38.2,0,0.0,0.0,True,39.8,0,0.0,0.0
164,6,Control,True,True,38.5,0,0.0,0.0,True,40.0,0,0.0,0.0
935,6,Control,True,True,39.5,0,0.0,0.0,True,41.9,0,0.0,0.0
166,6,Control,True,True,46.6,0,0.0,0.0,True,47.8,0,0.0,0.0
167,6,Control,True,True,42.6,0,0.0,0.0,True,44.4,0,0.0,0.0
168,6,Control,True,True,45.2,0,0.0,0.0,True,48.0,0,0.0,0.0
169,6,Control,True,True,46.3,0,0.0,0.0,True,49.9,0,0.0,0.0
170,6,Control,True,True,41.8,0,0.0,0.0,True,43.2,0,0.0,0.0
483,6,Control,False,True,25.5,,,,True,27.1,0,0.0,0.0
484,6,Control,False,True,22.2,,,,True,22.5,0,0.0,0.0
486,6,Control,False,True,25.4,,,,True,25.5,0,0.0,0.0
487,6,Control,False,True,28.0,,,,True,28.5,0,0.0,0.0
489,6,Control,False,True,25.4,,,,True,26.2,0,0.0,0.0
491,6,Control,False,True,23.6,,,,True,24.1,0,0.0,0.0
492,6,Control,False,True,21.9,,,,True,22.1,0,0.0,0.0
493,6,Control,False,True,23.1,,,,True,23.8,0,0.0,0.0
497,6,Control,False,True,22.6,,,,True,22.8,0,0.0,0.0
499,6,Control,False,True,28.3,,,,True,29.2,0,0.0,0.0
481,6,Control,False,True,36.1,0,0.0,0.0,True,37.0,0,0.0,0.0
482,6,Control,False,True,32.0,0,0.0,0.0,True,33.7,0,0.0,0.0
485,6,Control,False,True,35.5,0,0.0,0.0,True,36.7,,,
488,6,Control,False,True,34.0,0,0.0,0.0,True,35.8,0,0.0,0.0
490,6,Control,False,True,34.4,0,0.0,0.0,True,35.3,,,
494,6,Control,False,True,31.1,0,0.0,0.0,True,31.5,0,0.0,0.0
495,6,Control,False,True,35.3,0,0.0,0.0,True,36.6,0,0.0,0.0
496,6,Control,False,True,34.7,0,0.0,0.0,True,39.7,0,0.0,0.0
498,6,Control,False,True,33.5,0,0.0,0.0,True,33.9,0,0.0,0.0
500,6,Control,False,True,36.8,0,0.0,0.0,True,38.7,0,0.0,0.0
218,7,T2: Radial,True,True,38.2,0.0,0.0,0.0,True,40.74366543152521,0.0,0.0,0.0
217,7,T2: Radial,True,True,44.7,0.0,0.0,0.0,True,,0.0,0.0,0.0
586,7,T2: Radial,True,True,36.6,0.0,0.0,0.0,True,39.470425886790046,0.0,0.0,0.0
213,7,T2: Radial,True,True,38.5,0.0,0.0,0.0,True,42.65352474862795,0.0,0.0,0.0
216,7,T2: Radial,True,True,41.4,0.0,0.0,0.0,True,43.29014452099553,0.0,0.0,0.0
215,7,T2: Radial,True,True,44.6,0.0,0.0,0.0,True,48.38310269993618,0.0,0.0,0.0
214,7,T2: Radial,True,True,41.4,0.0,0.0,0.0,True,44.245074179546904,0.0,0.0,0.0
219,7,T2: Radial,True,True,35.4,0.0,0.0,0.0,True,35.96901713876834,0.0,0.0,0.0
201,7,T2: Radial,True,True,39.2,0.0,0.0,0.0,True,41.38028520389279,0.0,0.0,0.0
203,7,T2: Radial,True,True,35.0,0.0,0.0,0.0,True,41.38028520389279,0.0,0.0,0.0
204,7,T2: Radial,True,True,36.6,0.0,0.0,0.0,True,44.08591923645501,0.0,0.0,0.0
206,7,T2: Radial,True,True,40.8,0.0,0.0,1.0,True,42.33521486244416,0.0,0.0,0.0
205,7,T2: Radial,True,True,50.3,0.0,0.0,0.0,True,56.65915974071474,0.0,0.0,0.0
584,7,T2: Radial,True,True,37.6,0.0,0.0,0.0,True,41.53944014698468,0.0,0.0,0.0
209,7,T2: Radial,True,True,35.0,0.0,0.0,0.0,True,39.311270943698155,0.0,0.0,0.0
210,7,T2: Radial,True,True,35.3,0.0,0.0,0.0,True,42.81267969171985,0.0,0.0,0.0
208,7,T2: Radial,True,True,39.2,0.0,0.0,0.0,True,51.56620156177409,0.0,0.0,0.0
212,7,T2: Radial,True,True,53.8,0.0,0.0,0.0,True,59.84225860255265,0.0,0.0,0.0
202,7,T2: Radial,True,True,35.7,0.0,0.0,0.0,True,39.152116000606256,0.0,0.0,0.0
421,7,T2: Radial,False,True,28.6,,,,True,28.966199642724952,0.0,0.0,0.0
422,7,T2: Radial,False,True,24.8,,,,True,25.783100780887047,0.0,0.0,0.0
423,7,T2: Radial,False,True,25.0,,,,True,26.73803043943842,0.0,0.0,0.0
425,7,T2: Radial,False,True,23.5,,,,True,26.578875496346523,0.0,0.0,0.0
427,7,T2: Radial,False,True,28.5,,,,True,29.921129301276324,0.0,0.0,0.0
429,7,T2: Radial,False,True,23.0,,,,True,24.98732606542757,0.0,0.0,0.0
432,7,T2: Radial,False,True,26.4,,,,True,26.73803043943842,0.0,0.0,0.0
433,7,T2: Radial,False,True,24.7,,,,True,25.942255723978942,0.0,0.0,0.0
439,7,T2: Radial,False,True,28.0,,,,True,31.194368846011486,0.0,0.0,0.0
440,7,T2: Radial,False,True,29.2,,,,True,32.46760839074665,0.0,0.0,0.0
424,7,T2: Radial,False,True,31.0,0.0,0.0,0.0,True,33.58169299238992,0.0,0.0,0.0
426,7,T2: Radial,False,True,30.4,0.0,0.0,0.0,True,31.830988618379067,0.0,0.0,0.0
428,7,T2: Radial,False,True,31.9,0.0,0.0,0.0,True,35.01408748021698,0.0,0.0,0.0
430,7,T2: Radial,False,True,38.0,0.0,0.0,0.0,True,38.515496228238675,0.0,0.0,0.0
431,7,T2: Radial,False,True,32.6,0.0,0.0,0.0,True,35.96901713876834,0.0,0.0,0.0
434,7,T2: Radial,False,True,30.9,0.0,0.0,0.0,True,33.42253804929802,1.0,0.0,0.0
435,7,T2: Radial,False,True,32.9,0.0,0.0,0.0,True,33.74084793548181,0.0,0.0,0.0
436,7,T2: Radial,False,True,30.4,0.0,0.0,0.0,True,33.10422816311423,0.0,0.0,0.0
437,7,T2: Radial,False,True,32.0,0.0,0.0,0.0,True,33.42253804929802,0.0,0.0,0.0
438,7,T2: Radial,False,True,31.9,0.0,0.0,0.0,True,34.69577759403319,0.0,0.0,0.0
610,11,Control,True,True,37.0,0.0,0.0,0.0,True,35.4,0.0,0.0,0.0
612,11,Control,True,True,36.2,0.0,0.0,0.0,True,36.0,0.0,0.0,0.0
613,11,Control,True,True,35.0,0.0,0.0,0.0,True,33.4,0.0,0.0,0.0
614,11,Control,True,True,35.2,0.0,0.0,0.0,True,35.8,0.0,0.0,0.0
112,11,Control,True,True,34.0,0.0,0.0,0.0,True,34.0,0.0,0.0,0.0
115,11,Control,True,True,33.5,0.0,0.0,0.0,True,35.3,0.0,0.0,0.0
615,11,Control,True,True,34.4,0.0,0.0,0.0,True,35.5,0.0,0.0,0.0
111,11,Control,True,True,39.6,0.0,0.0,0.0,True,41.1,1.0,0.0,0.0
603,11,Control,True,True,38.0,0.0,0.0,0.0,True,37.8,0.0,0.0,0.0
602,11,Control,True,True,34.5,0.0,0.0,0.0,True,33.2,0.0,0.0,0.0
604,11,Control,True,True,33.5,0.0,0.0,0.0,True,34.0,0.0,0.0,0.0
605,11,Control,True,True,33.4,0.0,0.0,0.0,True,33.6,0.0,0.0,0.0
606,11,Control,True,True,38.0,0.0,0.0,0.0,True,38.0,0.0,0.0,0.0
114,11,Control,True,True,39.8,0.0,0.0,0.0,True,39.1,0.0,0.0,0.0
608,11,Control,True,True,33.5,0.0,0.0,0.0,True,34.0,0.0,0.0,0.0
607,11,Control,True,True,33.0,0.0,0.0,0.0,True,34.0,0.0,0.0,0.0
609,11,Control,True,True,37.0,0.0,0.0,0.0,True,38.5,0.0,0.0,0.0
113,11,Control,True,True,37.0,0.0,0.0,0.0,True,37.3,0.0,0.0,0.0
601,11,Control,True,True,36.1,0.0,0.0,0.0,True,37.2,0.0,0.0,0.0
441,11,Control,False,True,24.9,,,,True,25.0,0.0,0.0,0.0
442,11,Control,False,True,20.1,,,,True,20.3,0.0,0.0,0.0
444,11,Control,False,True,22.4,,,,True,24.2,0.0,0.0,0.0
448,11,Control,False,True,23.8,,,,True,23.6,0.0,0.0,0.0
449,11,Control,False,True,25.8,,,,True,26.3,0.0,0.0,0.0
451,11,Control,False,True,26.7,,,,True,27.7,0.0,0.0,0.0
452,11,Control,False,True,28.5,,,,True,30.0,,,
454,11,Control,False,True,26.2,0.0,0.0,0.0,True,26.7,0.0,0.0,0.0
455,11,Control,False,True,28.4,,,,True,27.8,0.0,0.0,0.0
457,11,Control,False,True,27.2,,,,True,28.3,0.0,0.0,0.0
443,11,Control,False,True,34.8,0.0,0.0,0.0,True,35.5,0.0,0.0,0.0
445,11,Control,False,True,36.4,0.0,0.0,0.0,True,38.5,0.0,0.0,0.0
446,11,Control,False,True,34.5,0.0,0.0,1.0,True,34.9,0.0,0.0,0.0
447,11,Control,False,True,31.1,0.0,0.0,0.0,True,32.2,0.0,0.0,0.0
450,11,Control,False,True,33.3,0.0,0.0,0.0,True,34.0,0.0,0.0,0.0
453,11,Control,False,True,31.4,0.0,0.0,0.0,True,33.4,0.0,0.0,0.0
456,11,Control,False,True,31.5,0.0,0.0,0.0,True,33.8,0.0,0.0,0.0
458,11,Control,False,True,32.5,0.0,0.0,0.0,True,32.3,0.0,0.0,0.0
459,11,Control,False,True,32.1,0.0,0.0,0.0,True,33.8,0.0,0.0,0.0
460,11,Control,False,True,33.1,0.0,0.0,0.0,,33.9,0.0,0.0,0.0
110,11,Control,,,,,,,True,36.7,0.0,0.0,0.0
